id,name,aliases,type,required_markup,markup_phrase,legal_basis,done
9253a50c-71fd-4048-b50f-37d14eebe376,Пивоваров Алексей Владимирович,"[""Пивоваров А. В."",""Пивоваров Алексей В."",""Пивоваров Алексей"",""Пивоваров Алекс"",""Пивоваров Александр"",""Пивоваров Алексей Владимирович"",""Пивоваров Владимирович"",""Пивоваров Алексей Влад."",""Пивоваров Алексей Вл."",""Пивоваров Лёша"",""Пивоваров Алёша"",""Пивоваров Лёха"",""Пивоваров Леха"",""Пивоваров Алёха"",""Пивоваров Алек"",""Пивоваров А. Вл."",""Пивоваров А. Влад."",""Пивоваров Леша"",""Пивоваров Л. В."",""Пивоваров Лёша В."",""Пивоваров Лёша Владимирович"",""Пивоваров Алёша Владимирович"",""Пивоваров Лёша Влад.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
92b20822-6c02-46fc-ba0b-17a655210664,Яковина Иван Викторович,"[""Яковина И. В."",""Иванович Я. В."",""Викторович Я. И."",""Яковина Иван"",""Иванович Яковина"",""Викторович Яковина"",""Яковина И"",""Иван Викторович"",""Викторович Иван"",""Яковина Ив"",""Иванович И. В."",""Викторович И. В."",""Яковина Ваня"",""Ваня Яковина"",""Яковина И. Викторович"",""Иван Яковина"",""Яковина Иван В."",""В. И. Яковина"",""Иван Викторович Яковина"",""Яковина Ваня Викторович"",""Ваня Викторович Яковина"",""Яковина И."",""И. В. Яковина""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
92dc773c-2698-4952-95e9-b2119778a0cb,Общественное объединение Этническое национальное объединение,"[""Этнообъединение"",""Этносоюз"",""Национальное объединение"",""Этническая ассоциация"",""Этническая община"",""Этносовет"",""ОО ЭНО"",""ЭНО"",""ОО 'Этнос'"",""ЭтноО"",""Этнос"",""Этно"",""Этничка"",""ЭтноЗ"",""ЭтноОбъединение"",""Националка"",""НацОбъединение"",""ЭтноС"",""Объединёнка"",""НацО""]",экстремисты,true,Признана экстремистской организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
92ece10f-15e0-4c12-8cdf-dc5db845174f,Роднянский Александр Ефимович,"[""Роднянский А.Е."",""Роднянский Александр"",""Роднянский Александр Е."",""Роднянский Александр Ефимович"",""Александр Роднянский"",""А.Е. Роднянский"",""А. Роднянский"",""А.Еф. Роднянский"",""Р.А.Е."",""Роднянский"",""Роднянский Саша"",""Саша Роднянский"",""Александр Е. Роднянский"",""Роднянский Алксандр Ефимович"",""Роднянский Александр Ефимыч"",""А. Роднянский (Александр Ефимович)"",""Роднянский Шура"",""Шура Роднянский"",""Роднянский Санёк"",""Санёк Роднянский"",""Роднянский А. Еф."",""Роднянский А. Ефим."",""Александр Ефимович Р."",""А.Е. Роднянский (Александр Ефимович)"",""Роднянский А. (Александр Ефимович)"",""Роднянский Александр (А.Е.)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
92f6b35e-b845-4c0b-bf1e-fb9b8a2c0656,Дорохов Владимир Юрьевич,"[""Дорохов В. Ю."",""Дорохов Владимир"",""Дорохов Владимир Ю."",""Дорохов Владимир Юрьевич"",""Дорохов В. Юрьевич"",""Дорохов В.Ю."",""Дорохов В.Юрьевич"",""Дорохов Влад Ю."",""Дорохов Влад Юрьевич"",""Владимир Дорохов"",""В.Ю. Дорохов"",""В. Ю. Дорохов"",""Владимир Ю. Дорохов"",""Владимир Юрьевич Дорохов"",""Влад Дорохов"",""Володя Дорохов""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
93051459-5726-4ff3-9b9e-4dbfdb5bf404,Фонд поддержки гражданских свобод Правовая миссия,"[""Фонд ПГС Правовая миссия"",""Фонд Поддержки Гражданских Свобод Правовая Миссия"",""ФПГС Правовая миссия"",""Фонд ПГС ПМ"",""Фонд Поддержки Гражданских Свобод ПМ"",""ФПГС ПМ"",""Правовая миссия"",""Фонд ПГС"",""ФПГС"",""ПМ"",""Фонд гражданских свобод"",""Гражданские свободы"",""Правозащитный фонд"",""Миссия права""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
932d8339-aa74-4dab-a066-78607491dfb1,Прокопенко Александра Сергеевна,"[""Александра Прокопенко"",""А. С. Прокопенко"",""Саша Прокопенко"",""П. А. С. Прокопенко"",""Прокопенко А. С."",""Александра Сергеевна Прокопенко"",""Сашенька Прокопенко"",""Сашка Прокопенко"",""Алекс Прокопенко"",""Алекса Прокопенко"",""Алексаша Прокопенко"",""Саня Прокопенко"",""Шура Прокопенко"",""А. Прокопенко"",""Прокопенко Саша"",""Сандра Прокопенко"",""Александра С. Прокопенко"",""А.С. Прокопенко"",""Прокопенко Александра С."",""Александра П."",""А. Прокопенко (П. А. С.)"",""Александра Прокопенко (П.А.С.)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
93a500e1-6c2d-478f-97df-f25360b7054a,Частное учреждение в Калининграде по административной поддержке реализации программ и проектов Совета Министров северных стран,"[""ЧУ в Калининграде по административной поддержке программ и проектов СМСС"",""Частное учреждение в Калининграде по административной поддержке программ и проектов СМСС"",""ЧУ по административной поддержке программ и проектов СМСС"",""ЧУ по административной поддержке в Калининграде"",""Частное учреждение в Калининграде по поддержке программ и проектов СМСС"",""Калининградское ЧУ по админподдержке"",""ЧУ по северным проектам"",""Северное частное учреждение"",""Поддержка СМСС в Калининграде"",""Калининградский админцентр СМСС"",""ЧУ СМСС"",""Админподдержка северных программ"",""Калининградский филиал поддержки СМСС"",""Контора СМСС"",""Северный офис в Калининграде""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
93a9d175-13ab-4686-bd61-89369f1af903,Общество с ограниченной ответственностью Новогодний выпуск,"[""ООО Новогодний выпуск"",""ООО Новый год"",""ООО НГВ"",""ООО НГВЫ"",""Новогодний выпуск"",""Новый год"",""НГВ"",""НГВЫ"",""ОООшка"",""Новогодник"",""Выпускник"",""НГВ-шка"",""ООО Новый"",""ООО Выпуск"",""НГ"",""Новый выпуск"",""НГВ-ха"",""ООО НГ""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
93bb8863-bbf8-4683-b2c9-416b536c6de2,Низовцев Дмитрий Александрович,"[""Дмитрий Низовцев"",""Низовцев Д.А."",""Д.А. Низовцев"",""Дима Низовцев"",""Низовцев Дмитрий"",""Димка Низовцев"",""Низовцев Дима"",""Д. Низовцев"",""Низовцев Д."",""Дмитрий Александрович Низовцев"",""Низовцев Дмитрий А."",""Дмитрий А. Низовцев"",""Митя Низовцев"",""Низовцев Митя""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
93ce31f3-5f81-4f27-ac4b-fc0d3d289a8d,Global Investigative Journalism Network (Глобальная сеть журналистов-расследователей) (США),"[""GIJN"",""Global Investigative Network"",""GI Journalism Network"",""Global Journalism Network"",""GIJ Network"",""Global Investigative"",""Investigative Network"",""GIJ"",""Global Investigators"",""Journalism Investigators"",""GIN"",""GJN"",""Global Net"",""GI Network"",""Investigate GI""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
93d4fa0e-f528-412b-9244-b345341c39dd,Казанцева Анастасия Андреевна Ася Казанцева,"[""Казанцева Анастасия"",""Ася Казанцева"",""Ася"",""Казанцева"",""Анастасия Казанцева"",""Настя Казанцева"",""Казанцева Настя"",""Настя"",""Казанцева А."",""А. Казанцева"",""А.А. Казанцева"",""Казанцева А.А."",""Ася А."",""Ася Казанцева А.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
94113671-fde3-4eb5-b610-0abd4ebac203,Лушникова Екатерина Евгеньевна,"[""Катя Лушникова"",""Екатерина Л."",""Лушникова Е.Е."",""К.Е. Лушникова"",""Евгеньевна Лушникова"",""Катюха Лушникова"",""Катюша Лушникова"",""Лушникова Катька"",""Екатерина Евгеньевна Лушникова"",""Лушникова Екатя"",""Кейт Лушникова"",""Лушникова Екат"",""Е. Лушникова"",""Катенька Лушникова"",""Лушникова Катюня""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
941210e2-47b0-477f-b8a2-41710aea5239,Проект Лаборатория публичной социологии,"[""Лаборатория публичной социологии"",""Проект ЛПС"",""ПЛС"",""Социолаб"",""ЛабСоц"",""ПубСоц"",""Проект ЛабСоц"",""Лаба публичной социологии"",""ЛабаПС"",""Публичка"",""СоциоЛабка"",""ЛабСосик"",""Лабс"",""Проект Лаба"",""ЛПСшка"",""СоциоЛабчик"",""ПЛСочка"",""ПубСочик""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
941aab75-b752-480d-84fc-f4aaf8ede112,"Hudson Institute (Гудзоновский институт), США","[""Hudson Institute"",""Гудзоновский институт"",""Хадсон институт"",""HI"",""Hudson"",""Гудзон"",""Хадсон"",""Институт Гудзон"",""Гудзоновка"",""Хадсоновка"",""Гудзик"",""Huddy"",""Гудз"",""Хадс"",""Гудзоновский"",""Хадсоновский""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
942c04b5-e218-4957-9d72-a722c3e03a59,Общественное объединение Курсом Правды и Единения,"[""Курс Правды"",""Общество Единения"",""ОО КПЭ"",""Курс П.Э."",""КПЭ"",""Курс Правдышка"",""Объединение Правды"",""Правда и Единение"",""Курс Правдолюбов"",""КПЭшка"",""Курс ПЭ"",""Правдинцы"",""Курсеки"",""ПравдаЕдин"",""ООКПЭ"",""Курс П и Е""]",экстремисты,true,Признана экстремистской организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
943671cc-681d-4099-bcaf-a92b7a3676ea,Общество с ограниченной ответственностью Иноагент ААВ,"[""ООО Иноагент ААВ"",""ООО Иноагент"",""Иноагент ААВ"",""Иноагент"",""ООО ИА"",""ИА ААВ"",""ИА"",""Иноагентка"",""Иноагентчик"",""ИАшка"",""ООО Иноагентчик"",""Иноагент ААВа"",""ИАш"",""Иноагент-ААВ"",""ОООшник"",""Иноагенты"",""Иношник"",""ИА-ААВ"",""Иноагент ААВовский"",""Иноагент ООО"",""ААВ Иноагент"",""ИАшник"",""ААВагент""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
9489215d-c772-451f-bea7-05a144cad80f,Фонд Центр гражданского анализа и независимых исследований ГРАНИ,"[""Фонд ГРАНИ"",""Центр ГРАНИ"",""Фонд Центр ГРАНИ"",""Центр гражданского анализа и независимых исследований ГРАНИ"",""ФЦГАНИИ ГРАНИ"",""ГРАНИ"",""фонд ГРАНИ"",""гражданский центр ГРАНИ"",""ГРАНИ-фонд"",""ГРАНИ-центр"",""аналитический центр ГРАНИ"",""НИИ ГРАНИ""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
948dd3ed-bd2b-4796-9046-5ce27ba2dc57,Международное христианское движение Новое поколение (Латвийская Республика),"[""Новое поколение"",""МХД НП"",""Христианское движение Новое поколение"",""Международное ХД Новое поколение""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
94ad7ca1-0a9d-4cb0-bb0c-77b8863b2023,Лазарева Татьяна Юрьевна,"[""Татьяна Лазарева"",""Таня Лазарева"",""Лазарева Т.Ю."",""Т.Ю. Лазарева"",""Т. Ю. Лазарева"",""Т. Лазарева"",""Лазарева Татьяна"",""Лазарева Татьяна Ю."",""Татьяна Л."",""Т. Л."",""Татьянка Лазарева"",""Танюха Лазарева"",""Танюша Лазарева"",""Татьянка Л."",""Танюха Л."",""Танюша Л."",""Лазарева Таня"",""Лазарева Танюша"",""Лазарева Танечка"",""Таня Л."",""Танечка Л."",""Татьяна Юрьевна Лазарева"",""Лазарева Татьяна Юрьевна"",""Лазарева Т."",""Т.Ю.Лазарева""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
94dfe009-d405-4aaa-b9b4-d104b3aee38a,Международная общественная организация Независимая ассоциация врачей,"[""Международная общественная организация Независимая ассоциация врачей"",""Независимая ассоциация врачей"",""НАВ"",""МОО НАВ"",""Независимые врачи"",""Независимые ассоциация врачей"",""НАВка"",""Наши врачи"",""Ассоциация"",""Независимые доктора"",""Навчик"",""Независимые"",""Международные врачи"",""МОО Независимые"",""Врачебная ассоциация"",""Наши доктора""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
94e93484-e9af-4c5b-87b5-0e63caf0e02e,Община Коренного Русского народа Щелковского района Московской области,"[""Община Коренного Русского народа Щелковского района Московской области"",""Коренная Община Щелковского района"",""Община Коренного Русского народа"",""Коренная Община"",""Коренная Община Московской области"",""Коренная Община Русского народа"",""Коренная Община Русского народа Московской области"",""Коренная Община Щелковского района Московской области"",""Коренная Община Русского народа Щелковского района"",""КОРНЩ"",""КОРН"",""КОРНМО"",""КОРНЩМО"",""КОРНЩРН"",""КОРНРНМО"",""КОРНЩРНМО"",""ОКРНЩРНМО"",""Щелковская Коренная"",""Коренные Щелкова"",""Щелковские коренные"",""Община Щелкова"",""Щелковская община"",""Наша община"",""Местные коренные"",""Родные щелковчане"",""Коренная щелковская"",""Коренные москвичи (из Щелкова)"",""Щелковцы"",""Щелковчане коренные"",""Наши коренные"",""Общинники Щелкова"",""Щелковские родноверы"",""Коренные земли Щелковской"",""Щелковские пращуры"",""Земляки из Щелкова"",""Щелковские потомки"",""Нашие из Щелкова""]",экстремисты,true,Признана экстремистской организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
950f09d9-dad1-4da0-95aa-23ac03957847,Камалягин Денис Николаевич,"[""Денис Камалягин"",""Д. Н. Камалягин"",""Денис Н. К."",""Денис Николаевич Камалягин"",""Камалягин Д. Н."",""Камалягин Денис"",""Дениска Камалягин"",""Дэн Камалягин"",""Камалягин Дэн"",""Д. Камалягин"",""Денис К."",""Камалягин Д."",""Денис Николаич Камалягин"",""Камалягин Денис Николаич"",""Д.Н.К."",""Кам Денис"",""Денис Кам"",""Ден Камалягин"",""Камалягин Ден""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
952681cd-2aa1-4620-a631-d5468186cd43,Козырев Михаил Натанович,"[""Миша Козырев"",""Михаил Н. Козырев"",""Козырев М.Н."",""Козырев Михаил"",""Михаил Козырев"",""Михаил Натанович Козырев"",""М.Н. Козырев"",""Мишаня Козырев"",""Миха Козырев"",""Козырев М."",""Михаил К."",""М. Козырев"",""Миха К."",""Козырев Мишаня"",""Михаил Ко""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
95412af5-f2ac-487d-8cae-85b34ef9687e,Шац Михаил Григорьевич,"[""Шац М. Г."",""Шац Михаил"",""Шац Григорьевич"",""Михаил Шац"",""Шац Михаил Г."",""Шац Михаил Григорьевич"",""Шац МГ"",""Миша Шац"",""Шац Миша"",""М. Шац"",""Шац М."",""Михаил Г. Шац"",""Михаил Григорьевич Шац"",""Шац Миша Григорьевич"",""Михаил Григорьевич Ш."",""Шац М.Г."",""Шац М. Григорьевич"",""Михаил Ш."",""М. Г. Шац"",""Михаил Г. Ш."",""Миша Григорьевич Шац"",""Шац Миша Г.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
959168ee-41d2-4883-822b-3eb4c2992a3c,Зыгарь Михаил Викторович,"[""Зыгарь М. В."",""Михаил Зыгарь"",""Зыгарь Михаил"",""Зыгарь Михаил В."",""З. М. В."",""ЗМВ"",""М. В. Зыгарь"",""Михаил Викторович Зыгарь"",""Зыгарь Миша"",""Михаил З."",""З. Михаил"",""Миша Зыгарь"",""Михал Викторович"",""Зыгарь Мих"",""М. Зыгарь"",""З. М."",""Миха В."",""Зыгарь Миха"",""Зыгорь"",""Миша З."",""Зыгарь Михал"",""Зыгарев Михаил"",""Зыгарь В."",""Зыгарь М. Викторович"",""М. З.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
95a10b94-ff20-48a6-80ec-ca568457bc04,"Hanns-Seidel-Stiftung e.V. (HSS, Фонд имени Ханнса Зайделя, ФХЗ) (https://www.google.com/search?q=%D0%A4%D0%A0%D0%93)","[""Фонд имени Ханнса Зайделя"",""HSS"",""ФХЗ"",""Ханнс-Зайдель-Фонд"",""Стифтунг Ханнса Зайделя"",""Hanns Seidel Foundation"",""Фонд Ханса Зайделя"",""Hanns-Seidel-Stiftung"",""Hanns-Seidel-Foundation"",""Ханс-Зайдель-Фонд"",""Фонд Зайделя"",""Зайдель-Фонд"",""Ханс Зайдель Фонд"",""HSS Фонд"",""Фонд HSS"",""Стифтунг Зайделя"",""Hanns Seidel Stiftung"",""HS-Stiftung"",""Seidel Foundation""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
962d0edc-1bf7-4066-89fd-dd48afd0173e,Региональная общественная организация Экологическая вахта Сахалина,"[""РОО Экологическая вахта Сахалина"",""Экологическая вахта Сахалина"",""РОО ЭВС"",""ЭВС"",""Региональная организация Экологическая вахта Сахалина"",""Региональная Экологическая вахта Сахалина"",""РОО Эковахта Сахалина"",""Эковахта Сахалина"",""Сахалинская эковахта"",""Эковахта"",""Сахалинская экологическая вахта"",""Экологи Сахалина"",""ЭкоВахта"",""Сахалинские экологи""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
963ad5e9-b056-426f-8c20-4db4f6249e20,Радио Свободная Европа/Радио Свобода (PCE/PC),"[""РСЕ"",""Радио Свободная Европа"",""Радио Свобода"",""PCE"",""PC"",""Свободная Европа"",""Свобода"",""Радио Свобода Европа"",""Радио Свобода/Свободная Европа"",""РС"",""Радио Свободка"",""Свободное радио"",""Радио С.Е."",""Свободка""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
9660a27c-d5a7-4e76-95d8-477b18c89034,"Deutsch-Russischer Austausch e.V. (Немецко-русский обмен, НРО) (https://www.google.com/search?q=%D0%A4%D0%A0%D0%93)","[""DR-Austausch"",""Germany-Russia Exchange"",""DR-Обмен"",""НРО"",""Deu-Rus Austausch"",""Deutsch-Rus Exchange"",""DRE e.V."",""Нем-рос обмен"",""ДРА"",""ДР-А"",""Обмен"",""Немецко-русский"",""Немрусь"",""DR-O"",""Обменник"",""Неметс-рус"",""ДР Обмен"",""ДРАус"",""DR e.V."",""ДРА-е.В."",""DeRu"",""DRAust"",""DRX"",""Немро""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
9669de73-dc7c-416d-862d-7ebf611ed2b0,"Deutsches Historisches Institut Moskau (Германский исторический институт в Москве), https://www.google.com/search?q=%D0%A4%D0%A0%D0%93","[""ГИИМ"",""Исторический институт в Москве"",""DHIM"",""Московский Германский институт"",""немецкий истфак"",""немецкий институт"",""истфак в Москве"",""ГИИМка"",""гермашка (истфак)"",""Московский DHIM"",""немецкий историчка"",""Германский истфак"",""институт немцев""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
969c86ea-1675-475f-af60-f3a07956f93c,"Journalists in Need Network (JINN gGmbH, Сеть журналистов в бедственном положении), Федеративная Республика https://www.google.com/search?q=%D0%93%D0%B5%D1%80%D0%BC%D0%B0%D0%BD%D0%B8%D1%8F","[""JINN Network"",""Журналисты в бедственном положении"",""Германия"",""JINN"",""JINN gGmbH"",""Сеть JINN"",""Сеть журналистов"",""Журналисты в беде"",""Журналисты в сложной ситуации"",""JINN Германия"",""JINN DE""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
969e9ede-71a4-4ac1-9362-3fe716012f3c,Становая Татьяна Анатольевна,"[""Татьяна Становая"",""Таня Становая"",""Т.А. Становая"",""Становая Т.А."",""С. Т. А."",""Танюша Становая"",""Татьянка Становая"",""Танечка Становая"",""Танюшка Становая"",""Танька Становая"",""Становая Таня"",""Становая Т. А."",""Становая Танюша"",""Становая Танечка"",""Татьяна А. Становая"",""Т. Становая"",""Становая Т."",""Таня С."",""Становая Татьяна А."",""Т.А.С."",""Становая Танюшка""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
96e8bc76-2377-4a0e-8a44-2c194e03878a,Кирия Ксения Дмитриевна (Туркова),"[""Кирия Ксения Дмитриевна"",""Ксения Туркова"",""Кирия К. Д."",""Ксюша Туркова"",""К. К. Д."",""Кирия Ксюша"",""Ксения Дмитриевна"",""К. Т."",""Ксения Кирия"",""Ксюха Туркова"",""Кирья Ксюша"",""Кирия Ксенья"",""Туркова Ксения Дмитриевна"",""Ксюха Кирия"",""Ксения Дмитриевна Кирия"",""К.Д. Кирия"",""Ксюша Дмитриевна"",""К. Туркова"",""Кирия Ксюха"",""К. Кирия"",""Ксения Кирия Дмитриевна"",""Кирия Ксения Д.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
9707ba96-262d-47de-bc40-55590234eff8,Пшеничная Анна Эдуардовна,"[""Пшеничная Анна Эдуардовна"",""Пшеничная Анна"",""Пшеничная"",""Анна Эдуардовна"",""П. А. Э."",""Аня Пшеничная"",""Анютка Пшеничная"",""Анна Пшеничная"",""А. Пшеничная"",""Анна Пш."",""Анна Эдуардовна Пшеничная"",""Пшеничная Аня"",""Анюша Пшеничная"",""Аня П."",""А. Э. Пшеничная"",""Пш. Анна"",""Анна П."",""А. П."",""П. Анна"",""Аня Э.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
9732383b-b2dc-410b-96da-e60082b04268,"Register of Damage Caused by the Aggression of the Russian Federation against Ukraine (Реестр ущерба, нанесенного агрессией Российской Федерации против Украины) (Королевство Нидерландов)","[""Register of Damage by Russian Aggression against Ukraine (Kingdom of the Netherlands)"",""Damage Register of Russian Aggression against Ukraine (Netherlands)"",""Russian Aggression Damage Register (Netherlands)"",""Ukraine-Russia Aggression Damage Register (Netherlands)"",""Russia-Ukraine Damage Register (Netherlands)"",""Ukraine Damage Register (Netherlands)"",""Russian Aggression Register (Netherlands)"",""War Damage Register (Netherlands)"",""Damage Registry (Netherlands)"",""Ru-Ua Damage Register (Netherlands)"",""Aggression Damage List (Netherlands)"",""Conflict Damage Register (Netherlands)"",""War Losses Registry (Netherlands)"",""Damage Tracker (Netherlands)"",""Ru Aggression Damage Log (Netherlands)"",""UA-RU Damage Register (Netherlands)"",""Destruction Register (Netherlands)"",""Ru-Ukraine Damage List (Netherlands)""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
974cc53d-e9c0-4751-b86c-4943ac0c4ffe,Барабаш Екатерина Юрьевна,"[""Барабаш Е. Ю."",""Барабаш Екатерина"",""Екатерина Барабаш"",""Барабашка"",""Катя Барабаш"",""Барабаш Екатерина Ю."",""Барабаш Екатерина Юрьевна"",""Екатерина Юрьевна Барабаш"",""Барабаш Катя"",""Екатерина Б."",""Кати Барабаш"",""Барабаш Е.Ю."",""Катя Б."",""Екатерина Ю. Барабаш"",""Екатерина Юрьевна Б."",""Катерина Барабаш"",""Катя Юрьевна"",""Барабаш К.Ю.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
976c1d5a-982c-48d2-8838-41f30ff92806,"Media in Cooperation and Transition gGmbH (MiCT) (Средства массовой информации в сотрудничестве и трансформации), https://www.google.com/search?q=%D0%A4%D0%A0%D0%93","[""Медиа и сотрудничество (MiC)"",""СМИ в сотрудничестве и трансформации"",""MiCT (MiC&T)"",""MiCT GmbH"",""МикТи"",""МиСиТи"",""МиСиТи ГмбХ"",""Медиа в трансформации"",""СМИ в трансформации"",""МиСи и Ко"",""МиСиТ"",""МиCT"",""Микст"",""Медиа и трансформация"",""СМИ и сотрудничество"",""MiC&T"",""MiCT""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
97a9dcf2-ace0-43e3-b983-f3ca39b5a996,Соколов Денис Владимирович,"[""Соколов Д. В."",""Соколов Денис"",""Соколов Денис В."",""Денис Владимирович Соколов"",""Денис Соколов"",""Денис В. Соколов"",""Соколов Денис Владимирович"",""Соколов Д.В."",""Дениска Соколов"",""Дэн Соколов"",""Ден Соколов"",""Соколов Дэн"",""Соколов Ден"",""Соколов Дениска"",""Д. В. Соколов"",""ДВ Соколов"",""Соколов ДВ"",""Соколов Денис Владимирович (Ден)"",""Соколов Денис (Дэн)"",""Денис Владимирович (Дэн) Соколов"",""Денис Владимирович (Ден) Соколов"",""Соколов Д. В. (Денис)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
97d07209-4bda-4900-b303-297ed1456eb7,Муратов Дмитрий Андреевич,"[""Муратов Д. А."",""Муратов Дмитрий"",""Муратов Дмитрий А."",""Муратов Дмитрий Андреевич"",""Муратов Дима"",""Муратов Диман"",""Муратов Д. Андреевич"",""Муратов Д. Ан."",""Дмитрий Муратов"",""Д. Муратов"",""Дима Муратов"",""Димон Муратов"",""Митя Муратов"",""Димка Муратов"",""Муратов Д."",""Д. А. Муратов"",""Димкин Муратов"",""Муратов Д.А."",""Муратов Дим Андреевич"",""ДМ""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
97f97d34-05e2-4dd6-85ba-66c1ccb437fe,Украинская организация Братство,"[""Укрбрат"",""Братство Украины"",""Украинское Братство"",""УкрОрг Братство"",""Украинская Организация Братство"",""УкрБратство"",""УкрОрг Брат"",""УкрОрганизация Братство"",""Украинская Организация Брат"",""УкрБрат"",""Братство"",""УкрОрг"",""Братья Украины"",""Украинские Братья"",""Укр. Братство"",""УО Братство"",""Украина Братство"",""Братство UA"",""Братья Укр"",""УБ"",""Братство Укр"",""УкрО Братство"",""Братство укр."",""УкрОрганизация""]",экстремисты,true,Признана экстремистской организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
9835029c-d093-47df-8067-0a093215a8fb,Ганнушкина Светлана Алексеевна,"[""Светлана Ганнушкина"",""Ганнушкина С. А."",""Светлана Алексеевна"",""Света Ганнушкина"",""Ганнушкина Светлана"",""Светлана Г."",""Ганнушкина Света"",""С. Ганнушкина"",""Ганнушкина С."",""Света Алексеевна"",""Света Г."",""С. А. Ганнушкина"",""Светланка Ганнушкина"",""Светуля Ганнушкина"",""Светланка Алексеевна"",""Ганнушкина Светланка"",""Светуля Алексеевна"",""Ганнушкина Светуля""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
983792ec-15f3-469d-a31e-99f73d485279,Ройзман Евгений Вадимович,"[""Ройзман Е. В."",""Ройзман Евгений В."",""Ройзман Евгений"",""Ройзман Евг. В."",""Ройзман Евг. Вадимович"",""Евгений Вадимович Ройзман"",""Е. В. Ройзман"",""Е. Ройзман"",""Р. Е. В."",""Р. Е. Вадимович"",""Р. Е. Вадимович Ройзман"",""Евгений Ройзман"",""Женя Ройзман"",""Евген Ройзман"",""Ройзман Женя"",""Ройзман Евген"",""Ройзман Ж. В."",""Ж. В. Ройзман"",""Евгений В. Ройзман"",""Евген Вадимович Ройзман"",""Ройзман Евгений Вадимович"",""Е. В. Р."",""Е. Р."",""Ж. Р."",""Ройзман Евг."",""Ройзман Е."",""Евген Р."",""Женя Р.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
